,dates,Unnamed: 0,rating,month,year,moving
399,2019-04-15,1778.3333333333333,4.111111111111111,4.0,2019.0,4.004105616605616
400,2019-04-16,1346.0,4.2,4.0,2019.0,3.9241056166056167
401,2019-04-17,1342.5,3.0,4.0,2019.0,3.724105616605617
402,2019-04-18,1378.25,4.75,4.0,2019.0,3.72218253968254
403,2019-04-19,1579.2,5.0,4.0,2019.0,3.8346825396825404
404,2019-04-20,1432.5555555555557,4.555555555555555,4.0,2019.0,3.9473809523809527
405,2019-04-21,1598.7142857142858,2.142857142857143,4.0,2019.0,3.9116666666666675
406,2019-04-22,1115.6,3.4,4.0,2019.0,3.8516666666666675
407,2019-04-23,1657.0,4.0,4.0,2019.0,3.801666666666667
408,2019-04-24,1101.0,4.5,4.0,2019.0,3.965952380952382
409,2019-04-25,1099.5,4.0,4.0,2019.0,3.9548412698412703
410,2019-04-26,1782.2,4.4,4.0,2019.0,3.97484126984127
411,2019-04-27,1337.0,4.571428571428571,4.0,2019.0,4.131984126984127
412,2019-04-28,1564.5,5.0,4.0,2019.0,4.156984126984127
413,2019-04-29,1376.4,4.8,4.0,2019.0,4.136984126984126
414,2019-04-30,1636.4285714285713,4.0,4.0,2019.0,4.081428571428571
415,2019-05-01,1374.2142857142858,3.142857142857143,5.0,2019.0,4.181428571428571
416,2019-05-02,1558.8,4.6,5.0,2019.0,4.301428571428572
417,2019-05-03,1437.2857142857142,5.0,5.0,2019.0,4.401428571428571
418,2019-05-04,1186.3333333333333,5.0,5.0,2019.0,4.451428571428571
419,2019-05-05,1538.9,3.8,5.0,2019.0,4.431428571428571
420,2019-05-06,1061.5555555555557,3.2222222222222223,5.0,2019.0,4.313650793650793
421,2019-05-07,1266.0,3.6666666666666665,5.0,2019.0,4.223174603174603
422,2019-05-08,1065.125,4.0,5.0,2019.0,4.123174603174602
423,2019-05-09,1315.75,4.0,5.0,2019.0,4.043174603174603
424,2019-05-10,2183.25,5.0,5.0,2019.0,4.143174603174603
425,2019-05-11,1269.5,4.75,5.0,2019.0,4.303888888888888
426,2019-05-12,1553.6,4.2,5.0,2019.0,4.263888888888888
427,2019-05-13,1571.5,5.0,5.0,2019.0,4.263888888888888
428,2019-05-14,1432.857142857143,4.571428571428571,5.0,2019.0,4.221031746031746
429,2019-05-15,1513.142857142857,3.4285714285714284,5.0,2019.0,4.183888888888889
430,2019-05-16,1285.25,4.0,5.0,2019.0,4.261666666666667
431,2019-05-17,1253.0,4.5,5.0,2019.0,4.345000000000001
432,2019-05-18,1669.3333333333333,3.6666666666666665,5.0,2019.0,4.3116666666666665
433,2019-05-19,1337.5714285714287,3.857142857142857,5.0,2019.0,4.297380952380952
434,2019-05-20,1232.0,1.0,5.0,2019.0,3.897380952380952
435,2019-05-21,1455.2222222222222,4.222222222222222,5.0,2019.0,3.8446031746031744
436,2019-05-22,1587.4,5.0,5.0,2019.0,3.924603174603174
437,2019-05-23,1343.4,3.4,5.0,2019.0,3.764603174603174
438,2019-05-24,1347.0,1.5,5.0,2019.0,3.457460317460317
439,2019-05-25,1210.75,3.75,5.0,2019.0,3.489603174603174
440,2019-05-26,1215.0,3.0,5.0,2019.0,3.389603174603174
441,2019-05-27,1839.5,4.0,5.0,2019.0,3.339603174603174
442,2019-05-28,1555.125,4.5,5.0,2019.0,3.4229365079365075
443,2019-05-29,1859.142857142857,4.857142857142857,5.0,2019.0,3.5229365079365076
444,2019-05-30,1199.5,3.3333333333333335,5.0,2019.0,3.756269841269841
445,2019-05-31,1558.6666666666667,4.333333333333333,5.0,2019.0,3.7673809523809525
446,2019-06-01,1423.5,4.583333333333333,6.0,2019.0,3.725714285714286
447,2019-06-02,1462.5714285714287,4.714285714285714,6.0,2019.0,3.8571428571428577
448,2019-06-03,1114.875,3.875,6.0,2019.0,4.0946428571428575
449,2019-06-04,980.5,4.0,6.0,2019.0,4.119642857142858
450,2019-06-05,1185.6,3.6,6.0,2019.0,4.179642857142857
451,2019-06-06,1689.857142857143,4.285714285714286,6.0,2019.0,4.208214285714286
452,2019-06-07,1315.5,3.25,6.0,2019.0,4.083214285714286
453,2019-06-08,1355.5,4.166666666666667,6.0,2019.0,4.014166666666667
454,2019-06-09,1185.7272727272727,4.7272727272727275,6.0,2019.0,4.153560606060607
455,2019-06-10,1187.25,4.5,6.0,2019.0,4.1702272727272724
456,2019-06-11,1293.4285714285713,3.4285714285714284,6.0,2019.0,4.054751082251082
457,2019-06-12,972.0,2.2,6.0,2019.0,3.803322510822511
458,2019-06-13,1646.3333333333333,3.6666666666666665,6.0,2019.0,3.7824891774891776
459,2019-06-14,1145.5,4.5,6.0,2019.0,3.8324891774891774
460,2019-06-15,1121.0,4.375,6.0,2019.0,3.9099891774891775
461,2019-06-16,1492.3333333333333,4.583333333333333,6.0,2019.0,3.9397510822510826
462,2019-06-17,1509.5,3.75,6.0,2019.0,3.9897510822510824
463,2019-06-18,917.3333333333334,2.6666666666666665,6.0,2019.0,3.8397510822510825
464,2019-06-19,1456.2857142857142,3.7142857142857144,6.0,2019.0,3.7384523809523813
465,2019-06-20,1013.2,4.6,6.0,2019.0,3.7484523809523815
466,2019-06-21,1215.0,4.666666666666667,6.0,2019.0,3.872261904761905
467,2019-06-22,1068.142857142857,4.571428571428571,6.0,2019.0,4.109404761904761
468,2019-06-23,1347.75,5.0,6.0,2019.0,4.242738095238095
469,2019-06-24,1311.4285714285713,2.857142857142857,6.0,2019.0,4.07845238095238
470,2019-06-25,989.4444444444445,3.6666666666666665,6.0,2019.0,4.0076190476190465
471,2019-06-26,1268.5555555555557,4.444444444444445,6.0,2019.0,3.9937301587301577
472,2019-06-27,1674.4,5.0,6.0,2019.0,4.118730158730157
473,2019-06-28,925.75,4.5,6.0,2019.0,4.302063492063491
474,2019-06-29,1206.6666666666667,5.0,6.0,2019.0,4.43063492063492
475,2019-06-30,1112.25,4.75,6.0,2019.0,4.4456349206349195
476,2019-07-01,1328.8333333333333,4.25,7.0,2019.0,4.403968253968253
477,2019-07-02,1218.909090909091,3.909090909090909,7.0,2019.0,4.337734487734487
478,2019-07-03,1136.8333333333333,4.833333333333333,7.0,2019.0,4.32106782106782
479,2019-07-04,1329.8333333333333,3.6666666666666665,7.0,2019.0,4.402020202020202
480,2019-07-05,1663.2222222222222,5.0,7.0,2019.0,4.535353535353535
481,2019-07-06,819.8181818181819,3.0,7.0,2019.0,4.390909090909091
482,2019-07-07,787.875,4.625,7.0,2019.0,4.353409090909091
483,2019-07-08,1051.5,4.5,7.0,2019.0,4.353409090909091
484,2019-07-09,994.25,3.875,7.0,2019.0,4.24090909090909
485,2019-07-10,1121.0,4.2,7.0,2019.0,4.185909090909091
486,2019-07-11,1125.111111111111,3.7777777777777777,7.0,2019.0,4.138686868686869
487,2019-07-12,1232.0,4.666666666666667,7.0,2019.0,4.214444444444444
488,2019-07-13,1035.8181818181818,4.181818181818182,7.0,2019.0,4.149292929292929
489,2019-07-14,1093.8333333333333,5.0,7.0,2019.0,4.282626262626263
490,2019-07-15,1195.6,3.4,7.0,2019.0,4.122626262626262
491,2019-07-16,963.6666666666666,4.666666666666667,7.0,2019.0,4.2892929292929285
492,2019-07-17,1270.909090909091,4.0,7.0,2019.0,4.2267929292929285
493,2019-07-18,922.9090909090909,3.4545454545454546,7.0,2019.0,4.122247474747474
494,2019-07-19,1084.2,3.2,7.0,2019.0,4.054747474747474
495,2019-07-20,976.4,4.6,7.0,2019.0,4.094747474747474
496,2019-07-21,936.2857142857143,4.142857142857143,7.0,2019.0,4.131255411255411
497,2019-07-22,988.0,5.0,7.0,2019.0,4.164588744588745
498,2019-07-23,1435.111111111111,4.555555555555555,7.0,2019.0,4.201962481962482
499,2019-07-24,1156.2222222222222,4.777777777777778,7.0,2019.0,4.17974025974026
500,2019-07-25,931.4285714285714,3.7142857142857144,7.0,2019.0,4.211168831168832
501,2019-07-26,1384.0,4.666666666666667,7.0,2019.0,4.211168831168832
502,2019-07-27,892.8,4.4,7.0,2019.0,4.251168831168831
503,2019-07-28,897.6666666666666,4.333333333333333,7.0,2019.0,4.33904761904762
504,2019-07-29,1178.0,4.2,7.0,2019.0,4.43904761904762
505,2019-07-30,1403.0,4.555555555555555,7.0,2019.0,4.4346031746031755
506,2019-07-31,1154.4444444444443,3.2222222222222223,7.0,2019.0,4.342539682539683
507,2019-08-01,1542.0,4.9,8.0,2019.0,4.332539682539683
508,2019-08-02,838.5,5.0,8.0,2019.0,4.376984126984127
509,2019-08-03,1191.7,4.3,8.0,2019.0,4.329206349206349
510,2019-08-04,1281.2,4.2,8.0,2019.0,4.377777777777778
511,2019-08-05,943.0,2.0,8.0,2019.0,4.111111111111112
512,2019-08-06,1294.3333333333333,4.0,8.0,2019.0,4.071111111111112
513,2019-08-07,874.75,5.0,8.0,2019.0,4.137777777777778
514,2019-08-08,1798.4,4.4,8.0,2019.0,4.157777777777778
515,2019-08-09,827.5,3.0,8.0,2019.0,4.002222222222222
516,2019-08-10,1214.5,5.0,8.0,2019.0,4.18
517,2019-08-11,2012.25,5.0,8.0,2019.0,4.1899999999999995
518,2019-08-12,1932.3333333333333,5.0,8.0,2019.0,4.1899999999999995
519,2019-08-13,1101.6,3.9,8.0,2019.0,4.15
520,2019-08-14,950.3333333333334,4.333333333333333,8.0,2019.0,4.163333333333333
521,2019-08-15,999.8,3.6,8.0,2019.0,4.323333333333333
522,2019-08-16,1194.1666666666667,3.0,8.0,2019.0,4.223333333333334
523,2019-08-17,909.4285714285714,3.7142857142857144,8.0,2019.0,4.094761904761905
524,2019-08-18,1246.75,5.0,8.0,2019.0,4.154761904761905
525,2019-08-19,1596.0,5.0,8.0,2019.0,4.354761904761905
526,2019-08-20,1165.0,4.363636363636363,8.0,2019.0,4.291125541125541
527,2019-08-21,1364.5,4.0,8.0,2019.0,4.191125541125541
528,2019-08-22,1167.25,2.75,8.0,2019.0,3.966125541125541
529,2019-08-23,1213.5,2.9,8.0,2019.0,3.866125541125541
530,2019-08-24,954.7777777777778,4.111111111111111,8.0,2019.0,3.843903318903319
531,2019-08-25,1546.1,4.6,8.0,2019.0,3.943903318903319
532,2019-08-26,845.1538461538462,3.6923076923076925,8.0,2019.0,4.0131340881340885
533,2019-08-27,1769.4545454545455,4.545454545454546,8.0,2019.0,4.096250971250972
534,2019-08-28,973.7142857142857,2.5714285714285716,8.0,2019.0,3.8533938283938283
535,2019-08-29,1152.4285714285713,3.2857142857142856,8.0,2019.0,3.681965256965257
536,2019-08-30,1255.923076923077,4.3076923076923075,8.0,2019.0,3.6763708513708506
537,2019-08-31,1006.2,3.4,8.0,2019.0,3.6163708513708506
538,2019-09-01,851.1428571428571,4.857142857142857,9.0,2019.0,3.827085137085136
539,2019-09-02,1317.3333333333333,4.333333333333333,9.0,2019.0,3.97041847041847
540,2019-09-03,1611.4285714285713,3.4285714285714284,9.0,2019.0,3.9021645021645015
541,2019-09-04,1119.5,4.75,9.0,2019.0,3.917164502164501
542,2019-09-05,1065.4285714285713,3.5714285714285716,9.0,2019.0,3.9050765900765887
543,2019-09-06,1662.2,4.0,9.0,2019.0,3.850531135531134
544,2019-09-07,1307.0,5.0,9.0,2019.0,4.093388278388277
545,2019-09-08,1438.3333333333333,4.0,9.0,2019.0,4.164816849816849
546,2019-09-09,1472.3333333333333,4.833333333333333,9.0,2019.0,4.217380952380951
547,2019-09-10,1164.1666666666667,3.5,9.0,2019.0,4.227380952380952
548,2019-09-11,1730.0,3.0,9.0,2019.0,4.041666666666666
549,2019-09-12,1371.1,4.4,9.0,2019.0,4.048333333333333
550,2019-09-13,1218.5,3.25,9.0,2019.0,4.03047619047619
551,2019-09-14,1172.2857142857142,3.0,9.0,2019.0,3.85547619047619
552,2019-09-15,1454.5,3.7,9.0,2019.0,3.868333333333333
553,2019-09-16,1187.1666666666667,4.166666666666667,9.0,2019.0,3.8849999999999993
554,2019-09-17,1224.1818181818182,3.909090909090909,9.0,2019.0,3.77590909090909
555,2019-09-18,1383.4166666666667,4.083333333333333,9.0,2019.0,3.7842424242424237
556,2019-09-19,1114.2857142857142,4.142857142857143,9.0,2019.0,3.7151948051948045
557,2019-09-20,1748.5,5.0,9.0,2019.0,3.865194805194805
558,2019-09-21,1426.8,3.4,9.0,2019.0,3.9051948051948044
559,2019-09-22,931.25,4.0,9.0,2019.0,3.865194805194805
560,2019-09-23,1205.25,4.25,9.0,2019.0,3.9651948051948045
561,2019-09-24,892.0,4.6,9.0,2019.0,4.125194805194805
562,2019-09-25,1230.375,3.125,9.0,2019.0,4.0676948051948045
563,2019-09-26,1733.5,2.9,9.0,2019.0,3.941028138528138
564,2019-09-27,599.3333333333334,4.0,9.0,2019.0,3.9501190476190473
565,2019-09-28,1150.5,4.7,9.0,2019.0,4.011785714285714
566,2019-09-29,1116.6666666666667,4.333333333333333,9.0,2019.0,4.030833333333333
567,2019-09-30,1506.3636363636363,3.4545454545454546,9.0,2019.0,3.8762878787878785
568,2019-10-01,1112.0,3.5,10.0,2019.0,3.8862878787878783
569,2019-10-02,1288.8333333333333,3.5,10.0,2019.0,3.8362878787878785
570,2019-10-03,770.75,4.25,10.0,2019.0,3.8362878787878785
571,2019-10-04,1020.4285714285714,3.857142857142857,10.0,2019.0,3.7620021645021637
572,2019-10-05,1582.5,2.5,10.0,2019.0,3.6995021645021637
573,2019-10-06,875.5,3.875,10.0,2019.0,3.797002164502164
574,2019-10-07,851.125,4.0,10.0,2019.0,3.797002164502164
575,2019-10-08,1252.5,3.625,10.0,2019.0,3.6895021645021635
576,2019-10-09,995.5714285714286,4.571428571428571,10.0,2019.0,3.713311688311687
577,2019-10-10,1323.2857142857142,4.285714285714286,10.0,2019.0,3.79642857142857
578,2019-10-11,1049.0666666666666,4.0,10.0,2019.0,3.84642857142857
579,2019-10-12,917.125,3.625,10.0,2019.0,3.85892857142857
580,2019-10-13,1036.3333333333333,4.0,10.0,2019.0,3.83392857142857
581,2019-10-14,1280.6363636363637,4.363636363636363,10.0,2019.0,3.8845779220779213
582,2019-10-15,873.625,3.125,10.0,2019.0,3.9470779220779213
583,2019-10-16,1442.4545454545455,4.181818181818182,10.0,2019.0,3.9777597402597396
584,2019-10-17,1315.25,3.375,10.0,2019.0,3.9152597402597396
585,2019-10-18,653.5555555555555,3.5555555555555554,10.0,2019.0,3.908315295815295
586,2019-10-19,1128.4,5.0,10.0,2019.0,3.951172438672438
587,2019-10-20,1130.4285714285713,3.2857142857142856,10.0,2019.0,3.851172438672438
588,2019-10-21,1728.125,3.75,10.0,2019.0,3.826172438672438
589,2019-10-22,1378.5555555555557,3.2222222222222223,10.0,2019.0,3.78589466089466
590,2019-10-23,831.1428571428571,4.142857142857143,10.0,2019.0,3.800180375180375
591,2019-10-24,1409.5,4.166666666666667,10.0,2019.0,3.7804834054834044
592,2019-10-25,1438.5714285714287,4.428571428571429,10.0,2019.0,3.9108405483405475
593,2019-10-26,1044.0,4.285714285714286,10.0,2019.0,3.9212301587301583
594,2019-10-27,1413.0,3.25,10.0,2019.0,3.908730158730158
595,2019-10-28,1250.9285714285713,4.285714285714286,10.0,2019.0,3.981746031746031
596,2019-10-29,983.5,4.2,10.0,2019.0,3.9017460317460313
597,2019-10-30,882.9,4.4,10.0,2019.0,4.013174603174603
598,2019-10-31,1187.6,4.0,10.0,2019.0,4.038174603174602
599,2019-11-01,949.8571428571429,3.2857142857142856,11.0,2019.0,4.044523809523809
600,2019-11-02,1144.9,4.2,11.0,2019.0,4.050238095238095
601,2019-11-03,950.4166666666666,4.083333333333333,11.0,2019.0,4.041904761904762
602,2019-11-04,1036.7142857142858,3.357142857142857,11.0,2019.0,3.934761904761904
603,2019-11-05,693.4444444444445,3.111111111111111,11.0,2019.0,3.817301587301587
604,2019-11-06,921.4545454545455,4.454545454545454,11.0,2019.0,3.9377561327561326
605,2019-11-07,860.4,4.6,11.0,2019.0,3.969184704184704
606,2019-11-08,1482.5,4.75,11.0,2019.0,4.024184704184703
607,2019-11-09,462.6666666666667,3.0,11.0,2019.0,3.8841847041847037
608,2019-11-10,1267.3333333333333,3.3333333333333335,11.0,2019.0,3.8175180375180373
609,2019-11-11,747.5,3.375,11.0,2019.0,3.826446608946609
610,2019-11-12,1054.625,3.875,11.0,2019.0,3.7939466089466087
611,2019-11-13,1634.625,3.625,11.0,2019.0,3.7481132756132753
612,2019-11-14,1107.625,4.125,11.0,2019.0,3.8248989898989896
613,2019-11-15,835.6666666666666,4.0,11.0,2019.0,3.913787878787878
614,2019-11-16,1213.25,4.375,11.0,2019.0,3.905833333333333
615,2019-11-17,991.2142857142857,3.5,11.0,2019.0,3.795833333333333
616,2019-11-18,1343.5,5.0,11.0,2019.0,3.820833333333333
617,2019-11-19,1493.142857142857,4.142857142857143,11.0,2019.0,3.9351190476190476
618,2019-11-20,1092.125,3.5,11.0,2019.0,3.951785714285714
619,2019-11-21,1072.142857142857,4.285714285714286,11.0,2019.0,4.042857142857143
620,2019-11-22,1372.4545454545455,3.5454545454545454,11.0,2019.0,4.009902597402597
621,2019-11-23,1409.1666666666667,3.5,11.0,2019.0,3.997402597402597
622,2019-11-24,530.1428571428571,3.142857142857143,11.0,2019.0,3.8991883116883117
623,2019-11-25,955.4285714285714,2.4285714285714284,11.0,2019.0,3.7420454545454547
624,2019-11-26,766.5714285714286,2.857142857142857,11.0,2019.0,3.5902597402597403
625,2019-11-27,1508.8333333333333,4.833333333333333,11.0,2019.0,3.7235930735930736
626,2019-11-28,539.0,5.0,11.0,2019.0,3.7235930735930736
627,2019-11-29,1796.2,3.2,11.0,2019.0,3.6293073593073593
628,2019-11-30,819.6666666666666,4.0,11.0,2019.0,3.6793073593073595
629,2019-12-01,1077.5714285714287,4.0,12.0,2019.0,3.650735930735931
630,2019-12-02,1076.5,2.6666666666666665,12.0,2019.0,3.5628571428571427
631,2019-12-03,882.9,4.1,12.0,2019.0,3.6228571428571428
632,2019-12-04,1429.75,4.75,12.0,2019.0,3.7835714285714284
633,2019-12-05,1043.3,3.5,12.0,2019.0,3.890714285714285
634,2019-12-06,851.0833333333334,4.333333333333333,12.0,2019.0,4.038333333333333
635,2019-12-07,918.1,4.3,12.0,2019.0,3.9849999999999994
636,2019-12-08,1262.0,4.363636363636363,12.0,2019.0,3.9213636363636355
637,2019-12-09,1234.090909090909,3.090909090909091,12.0,2019.0,3.9104545454545443
638,2019-12-10,828.7777777777778,3.888888888888889,12.0,2019.0,3.8993434343434332
639,2019-12-11,1360.1538461538462,3.3846153846153846,12.0,2019.0,3.837804972804972
640,2019-12-12,998.3888888888889,3.7777777777777777,12.0,2019.0,3.948916083916083
641,2019-12-13,1438.6363636363637,4.2727272727272725,12.0,2019.0,3.96618881118881
642,2019-12-14,952.2142857142857,4.285714285714286,12.0,2019.0,3.919760239760239
643,2019-12-15,940.4615384615385,4.230769230769231,12.0,2019.0,3.992837162837162
644,2019-12-16,1000.5,3.9,12.0,2019.0,3.9495038295038283
645,2019-12-17,754.8666666666667,2.933333333333333,12.0,2019.0,3.8128371628371616
646,2019-12-18,967.7,3.6,12.0,2019.0,3.736473526473526
647,2019-12-19,1061.0,4.8,12.0,2019.0,3.9073826173826163
648,2019-12-20,584.0,4.714285714285714,12.0,2019.0,3.9899222999222994
649,2019-12-21,965.6,4.6,12.0,2019.0,4.11146076146076
650,2019-12-22,892.4545454545455,4.454545454545454,12.0,2019.0,4.179137529137528
651,2019-12-23,1130.75,4.5,12.0,2019.0,4.201864801864801
652,2019-12-24,863.7142857142857,3.2857142857142856,12.0,2019.0,4.101864801864801
653,2019-12-25,1024.5384615384614,3.3076923076923075,12.0,2019.0,4.009557109557108
654,2019-12-26,582.2,3.7333333333333334,12.0,2019.0,3.9928904428904417
655,2019-12-27,1059.5,4.25,12.0,2019.0,4.1245571095571085
656,2019-12-28,915.3333333333334,4.0,12.0,2019.0,4.164557109557109
657,2019-12-29,751.4285714285714,2.5714285714285716,12.0,2019.0,3.9416999666999657
658,2019-12-30,721.8333333333334,3.75,12.0,2019.0,3.845271395271394
659,2019-12-31,931.5,4.083333333333333,12.0,2019.0,3.793604728604728
660,2020-01-01,1007.3636363636364,3.8181818181818183,1.0,2020.0,3.7299683649683644
661,2020-01-02,638.7142857142857,4.357142857142857,1.0,2020.0,3.7156826506826497
662,2020-01-03,896.6923076923077,4.153846153846154,1.0,2020.0,3.8024958374958366
663,2020-01-04,1091.4736842105262,3.6842105263157894,1.0,2020.0,3.840147659358185
664,2020-01-05,708.8,4.066666666666666,1.0,2020.0,3.8734809926915177
665,2020-01-06,925.1818181818181,3.727272727272727,1.0,2020.0,3.8212082654187904
666,2020-01-07,1243.3636363636363,4.363636363636363,1.0,2020.0,3.857571901782427
667,2020-01-08,872.0,4.7272727272727275,1.0,2020.0,4.073156317366843
668,2020-01-09,1118.8333333333333,5.0,1.0,2020.0,4.198156317366843
669,2020-01-10,867.375,4.125,1.0,2020.0,4.2023229840335095
670,2020-01-11,1332.8181818181818,3.272727272727273,1.0,2020.0,4.147777529488055
671,2020-01-12,693.9,3.7,1.0,2020.0,4.082063243773769
672,2020-01-13,910.2222222222222,3.4444444444444446,1.0,2020.0,4.011123072833598
673,2020-01-14,1265.3636363636363,3.909090909090909,1.0,2020.0,4.03361111111111
674,2020-01-15,1000.75,3.75,1.0,2020.0,4.001944444444443
675,2020-01-16,954.2,3.4,1.0,2020.0,3.9692171717171703
676,2020-01-17,804.8888888888889,3.7777777777777777,1.0,2020.0,3.9106313131313115
677,2020-01-18,635.625,3.75,1.0,2020.0,3.812904040404039
678,2020-01-19,757.3333333333334,3.6666666666666665,1.0,2020.0,3.679570707070705
679,2020-01-20,996.8,4.6,1.0,2020.0,3.7270707070707054
680,2020-01-21,882.7,3.9,1.0,2020.0,3.789797979797978
681,2020-01-22,1107.5,4.3,1.0,2020.0,3.8497979797979776
682,2020-01-23,914.0,3.2222222222222223,1.0,2020.0,3.8275757575757554
683,2020-01-24,735.1428571428571,3.7142857142857144,1.0,2020.0,3.808095238095236
684,2020-01-25,704.0,4.1875,1.0,2020.0,3.851845238095236
685,2020-01-26,1089.5384615384614,4.384615384615385,1.0,2020.0,3.9503067765567748
686,2020-01-27,1043.5,4.166666666666667,1.0,2020.0,3.9891956654456635
687,2020-01-28,453.4,4.133333333333334,1.0,2020.0,4.027528998778997
688,2020-01-29,1120.125,4.375,1.0,2020.0,4.09836233211233
689,2020-01-30,609.5555555555555,3.2222222222222223,1.0,2020.0,3.9605845543345524
690,2020-01-31,689.0,3.8,1.0,2020.0,3.950584554334552
691,2020-02-01,737.0,4.083333333333333,2.0,2020.0,3.928917887667886
692,2020-02-02,831.4444444444445,4.555555555555555,2.0,2020.0,4.06225122100122
693,2020-02-03,873.7777777777778,4.0,2.0,2020.0,4.090822649572648
694,2020-02-04,1132.9,2.8,2.0,2020.0,3.952072649572648
695,2020-02-05,676.1111111111111,3.6666666666666665,2.0,2020.0,3.8802777777777755
696,2020-02-06,684.8571428571429,4.428571428571429,2.0,2020.0,3.906468253968252
697,2020-02-07,612.7777777777778,4.111111111111111,2.0,2020.0,3.9042460317460304
698,2020-02-08,893.1428571428571,4.0,2.0,2020.0,3.8667460317460303
699,2020-02-09,554.5833333333334,3.8333333333333335,2.0,2020.0,3.9278571428571416
700,2020-02-10,966.0,2.5,2.0,2020.0,3.797857142857142
701,2020-02-11,782.5555555555555,4.0,2.0,2020.0,3.7895238095238084
702,2020-02-12,917.1666666666666,3.0,2.0,2020.0,3.633968253968253
703,2020-02-13,472.6363636363636,3.6363636363636362,2.0,2020.0,3.597604617604616
704,2020-02-14,493.2,4.6,2.0,2020.0,3.7776046176046165
705,2020-02-15,426.0,3.6666666666666665,2.0,2020.0,3.7776046176046165
706,2020-02-16,1001.25,4.5,2.0,2020.0,3.7847474747474736
707,2020-02-17,561.8,3.5,2.0,2020.0,3.723636363636362
708,2020-02-18,878.0,4.444444444444445,2.0,2020.0,3.768080808080806
709,2020-02-19,895.1538461538462,4.153846153846154,2.0,2020.0,3.800132090132088
710,2020-02-20,798.2857142857143,4.285714285714286,2.0,2020.0,3.9787035187035165
711,2020-02-21,1613.2222222222222,4.111111111111111,2.0,2020.0,3.989814629814627
712,2020-02-22,1149.0,3.0,2.0,2020.0,3.989814629814627
713,2020-02-23,1045.7142857142858,3.7857142857142856,2.0,2020.0,4.004749694749693
714,2020-02-24,1006.2,4.8,2.0,2020.0,4.024749694749692
715,2020-02-25,421.8333333333333,3.6666666666666665,2.0,2020.0,4.024749694749692
716,2020-02-26,769.2,4.6,2.0,2020.0,4.034749694749692
717,2020-02-27,1271.5,4.75,2.0,2020.0,4.159749694749692
718,2020-02-28,1404.5,3.25,2.0,2020.0,4.040305250305248
719,2020-02-29,947.4,4.1,2.0,2020.0,4.034920634920633
720,2020-03-01,605.8571428571429,3.2857142857142856,3.0,2020.0,3.9349206349206325
721,2020-03-02,1072.5,3.6666666666666665,3.0,2020.0,3.890476190476188
722,2020-03-03,1444.75,3.875,3.0,2020.0,3.9779761904761886
723,2020-03-04,1230.8333333333333,4.0,3.0,2020.0,3.99940476190476
724,2020-03-05,581.8461538461538,4.538461538461538,3.0,2020.0,3.9732509157509144
725,2020-03-06,1591.625,2.875,3.0,2020.0,3.8940842490842478
726,2020-03-07,699.9090909090909,3.909090909090909,3.0,2020.0,3.8249933399933385
727,2020-03-08,1317.9,3.6,3.0,2020.0,3.7099933399933382
728,2020-03-09,848.4444444444445,3.888888888888889,3.0,2020.0,3.773882228882227
729,2020-03-10,97.5,3.5,3.0,2020.0,3.713882228882227
730,2020-03-11,1900.0,4.5,3.0,2020.0,3.8353108003107983
731,2020-03-12,791.6,4.3,3.0,2020.0,3.8986441336441318
732,2020-03-13,1619.5714285714287,4.857142857142857,3.0,2020.0,3.996858419358417
733,2020-03-14,726.5714285714286,3.7142857142857144,3.0,2020.0,3.9682869907869884
734,2020-03-15,1190.5,4.0,3.0,2020.0,3.914440836940835
735,2020-03-16,1190.5,4.0,3.0,2020.0,3.914440836940835
736,2020-03-17,1760.75,3.75,3.0,2020.0,4.001940836940834
737,2020-03-18,1257.0,3.0,3.0,2020.0,3.911031746031744
738,2020-03-19,826.2,4.0,3.0,2020.0,3.951031746031744
739,2020-03-20,1417.2,4.2,3.0,2020.0,3.9821428571428554
740,2020-03-21,1460.7,4.1,3.0,2020.0,4.0421428571428555
741,2020-03-22,1132.25,4.125,3.0,2020.0,4.004642857142856
742,2020-03-23,2439.5,4.0,3.0,2020.0,3.974642857142856
743,2020-03-24,499.0,3.6666666666666665,3.0,2020.0,3.855595238095237
744,2020-03-25,2479.5,5.0,3.0,2020.0,3.9841666666666655
745,2020-03-26,1178.25,3.5,3.0,2020.0,3.9341666666666653
746,2020-03-27,1435.5,5.0,3.0,2020.0,4.059166666666665
747,2020-03-28,1368.6666666666667,2.6666666666666665,3.0,2020.0,4.025833333333332
748,2020-03-29,1358.0,3.5,3.0,2020.0,3.9758333333333318
749,2020-03-30,1072.6666666666667,3.6666666666666665,3.0,2020.0,3.922499999999998
750,2020-03-31,1620.3333333333333,3.8333333333333335,3.0,2020.0,3.8958333333333313
751,2020-04-01,604.0,5.0,4.0,2020.0,3.9833333333333316
752,2020-04-02,2006.0,5.0,4.0,2020.0,4.083333333333331
753,2020-04-03,1544.6666666666667,3.3333333333333335,4.0,2020.0,4.049999999999999
754,2020-04-04,1917.3333333333333,5.0,4.0,2020.0,4.049999999999999
755,2020-04-05,1407.125,3.375,4.0,2020.0,4.037499999999999
756,2020-04-06,2724.0,1.0,4.0,2020.0,3.6374999999999984
757,2020-04-07,1586.0,4.666666666666667,4.0,2020.0,3.8374999999999986
758,2020-04-08,2051.3636363636365,4.909090909090909,4.0,2020.0,3.9784090909090892
759,2020-04-09,1505.3333333333333,3.5,4.0,2020.0,3.9617424242424226
